Variable:,pr
,Russia,"Adygeya Rep.","Aginskiy Buryatskiy A. Okrug","Altay Rep.","Altayskiy Kray","Amurskaya Oblast","Arkhangelskaya Oblast","Astrakhanskaya Oblast","Bashkortostan Rep.","Belgorodskaya Oblast","Bryanskaya Oblast","Buryatiya Rep.","Chechnya Rep.","Chelyabinskaya Oblast","Chitinskaya Oblast","Chukotskiy Okrug","Chuvashiya Rep.","Dagestan Rep.","Evenkiyskiy Okrug","Ingushetiya Rep.","Irkutskaya Oblast","Ivanovskaya Oblast","Kabardino-balkariya Rep.","Kaliningradskaya Oblast","Kalmykiya Rep.","Kaluzhskaya Oblast","Kamchatskaya Oblast","Karatchayevo-cherkesiya Rep.","Karelya Rep.","Kemerovskaya Oblast","Khabarovskiy Kray","Khakasiya Rep.","Khanty-mansyiskiy Okrug","Kirovskaya Oblast","Komi Rep.","Komi-permyatskiy Okrug","Koryakskiy Okrug","Kostromskaya Oblast","Krasnodarskiy Kray","Krasnoyarskiy Kray","Kurganskaya Oblast","Kurskaya Oblast","Administrative unit not available","Leningradskaya Oblast","Lipetskaya Oblast","Magadanskaya Oblast","Mariy-el Rep.","Mordoviya Rep.","Moskovskaya Oblast",Moskva,"Murmanskaya Oblast","Name Unknown","Nenetskiy Okrug","Nizhegorodskaya Oblast","Novgorodskaya Oblast","Novosibirskaya Oblast","Omskaya Oblast","Orenburgskaya Oblast","Orlovskaya Oblast","Penzenskaya Oblast","Permskaya Oblast","Primorskiy Kray","Pskovskaya Oblast","Rostovskaya Oblast","Ryazanskaya Oblast","Sakha Rep.","Sakhalinskaya Oblast","Samarskaya Oblast",Sankt-peterburg,"Saratovskaya Oblast","Severnaya Osetiya-alaniya Rep.","Smolenskaya Oblast","Stavropolskiy Kray","Sverdlovskaya Oblast","Tambovskaya Oblast","Tatarstan Rep.","Taymyrskiy Okrug","Tomskaya Oblast","Tulskaya Oblast","Tverskaya Oblast","Tyumenskaya Oblast","Tyva Rep.","Udmurtiya Rep.","Ulyanovskaya Oblast","Ustordynskiy Buryatskiy Okrug","Vladimirskaya Oblast","Volgogradskaya Oblast","Vologodskaya Oblast","Voronezhskaya Oblast","Yamalo-nenetskiy Okrug","Yaroslavskaya Oblast","Yevreyskaya A. Oblast"
1966,502.37,1060.43,347.67,554.55,491.79,584.67,661.63,245.99,520.79,610.34,673.87,435.46,618.79,501.66,395.17,397.29,559.94,582.66,491.87,754.27,434.65,542.63,803.23,763.36,314.50,740.14,987.83,976.19,666.41,534.61,589.42,552.70,555.74,564.40,646.34,625.61,640.94,586.68,841.68,570.99,453.67,649.89,363.62,755.08,588.48,478.06,556.39,583.13,711.38,722.93,665.54,466.43,481.72,577.32,736.14,390.73,422.20,355.60,674.89,522.45,656.71,817.66,714.31,539.01,609.56,357.01,777.55,392.60,768.93,341.64,832.48,712.50,517.88,552.11,544.33,531.56,390.12,498.28,689.09,781.08,490.16,549.90,587.95,463.45,551.76,593.48,363.09,709.21,554.00,556.01,625.58,609.34
1967,449.74,1102.75,399.03,469.37,376.68,567.36,555.61,284.73,444.47,468.26,584.22,510.86,758.37,455.99,391.92,389.20,496.13,670.65,374.08,925.10,432.06,528.46,928.19,784.11,353.10,594.86,824.37,1087.50,585.14,455.44,603.47,505.83,459.11,550.68,555.17,576.73,515.59,574.58,863.59,470.29,366.29,506.51,410.17,649.55,482.73,382.09,510.93,515.81,562.03,561.43,577.60,509.51,456.69,516.97,690.83,328.19,343.43,326.62,537.08,517.95,602.79,704.61,664.80,505.73,487.08,297.37,856.69,490.28,641.56,469.22,966.50,657.79,571.18,490.36,471.75,517.95,384.98,415.69,537.72,713.06,393.56,557.44,560.67,507.27,525.17,522.84,410.35,626.33,446.55,428.20,580.19,626.57
1968,452.92,907.41,349.39,488.44,473.29,503.84,590.67,215.42,501.98,534.44,527.20,415.41,596.31,475.34,375.70,359.95,552.27,516.36,430.94,763.07,368.00,641.20,803.21,622.26,262.94,574.01,849.76,922.37,610.19,517.42,537.34,488.01,520.76,667.30,561.61,658.05,507.34,703.47,688.98,495.94,388.91,573.26,293.79,633.18,560.26,403.48,575.46,580.81,605.64,615.62,555.04,394.58,418.34,603.01,645.19,401.88,395.56,375.95,576.53,545.90,643.93,924.47,618.35,421.07,552.35,302.22,731.16,474.59,615.01,405.56,862.30,576.33,459.10,519.22,528.73,556.55,367.92,502.77,569.47,648.54,421.43,471.57,613.44,525.95,473.19,623.60,378.35,669.18,501.31,472.56,644.05,568.20
1969,436.09,770.95,398.49,535.67,503.57,534.72,519.93,250.03,527.08,494.59,686.76,410.83,563.98,511.67,387.67,333.92,519.29,543.31,395.21,698.82,365.20,561.04,722.56,580.68,278.64,668.38,913.66,806.61,542.38,506.33,658.87,494.80,524.76,546.01,504.82,579.46,546.29,580.98,634.46,512.38,458.41,561.93,336.07,624.35,480.62,338.30,512.43,608.99,569.62,563.75,468.40,383.71,353.55,569.16,622.10,424.41,439.13,391.97,591.72,579.30,628.13,696.11,554.60,444.80,498.36,263.06,822.66,419.79,597.16,417.50,736.41,678.52,442.15,568.84,503.03,476.71,302.57,524.35,550.90,641.58,506.08,481.59,529.16,483.72,460.86,532.87,370.41,607.27,442.16,381.75,567.00,688.53
1970,457.63,1044.39,288.19,506.19,510.05,550.21,567.80,264.42,524.25,627.76,692.33,388.04,638.47,477.31,324.28,368.36,593.50,527.92,441.30,862.01,369.97,626.44,921.46,899.95,303.76,727.11,770.37,1030.86,583.68,516.76,611.14,541.24,517.60,589.51,524.88,615.02,497.98,592.47,830.02,507.86,461.25,720.81,308.96,629.95,583.17,327.77,598.88,580.77,678.69,705.85,539.77,445.10,381.54,600.49,617.88,450.83,478.93,413.80,717.51,571.72,634.88,694.21,631.99,503.84,560.83,313.70,810.76,495.01,664.23,495.42,924.93,700.51,533.18,570.05,540.06,586.58,336.04,549.25,664.99,671.47,530.97,561.29,598.18,549.74,424.34,637.50,457.03,604.23,541.38,405.65,623.93,583.29
1971,456.04,906.14,346.98,431.89,422.25,509.75,602.87,218.82,527.94,467.19,670.10,480.01,573.94,490.76,367.77,305.02,527.09,489.67,425.57,737.48,419.92,605.38,752.14,545.58,268.02,689.09,738.86,862.46,565.37,453.95,641.35,437.02,598.08,656.21,598.60,690.34,401.36,611.45,694.60,550.07,466.61,562.29,311.83,593.48,470.40,254.72,607.60,470.31,646.93,667.47,624.76,391.52,426.74,582.39,584.44,392.25,424.13,388.20,603.36,417.24,706.91,985.48,554.72,396.71,519.92,287.91,821.84,473.06,596.77,336.88,827.91,687.89,426.10,621.13,408.46,588.05,362.88,514.40,614.31,671.14,520.75,425.07,645.36,463.87,523.79,606.03,301.57,603.92,390.07,500.24,577.69,754.01
1972,443.90,987.76,234.83,519.78,565.68,696.24,521.63,128.82,405.43,485.05,488.31,347.24,523.98,375.49,289.48,361.17,416.19,481.76,402.48,695.88,396.41,412.77,778.31,793.84,189.99,496.58,850.75,933.34,511.93,614.46,761.82,583.98,546.09,489.95,537.83,583.93,517.72,462.82,744.03,546.60,368.13,496.04,259.43,508.31,432.34,409.95,425.35,411.58,459.99,469.31,561.83,394.15,425.36,439.44,468.03,486.74,408.42,279.01,486.91,376.70,619.33,962.30,525.27,371.81,403.64,268.55,978.76,390.78,513.22,288.45,810.12,521.47,465.44,531.80,388.50,441.24,309.35,584.79,466.68,489.69,459.81,496.71,492.30,400.14,425.49,416.33,236.25,472.81,421.18,442.48,399.25,747.22
1973,458.43,1026.41,363.09,469.22,411.00,494.42,575.36,279.56,537.00,649.78,698.45,518.03,661.38,474.97,412.23,364.42,596.19,612.59,408.30,788.87,411.61,631.98,846.06,710.78,367.89,752.86,811.85,1058.09,525.71,453.15,558.98,400.84,552.56,591.68,572.89,611.69,490.49,620.03,815.82,468.75,406.95,706.36,382.46,619.63,620.79,309.54,571.17,635.57,721.88,728.57,527.96,590.62,416.94,625.96,634.84,377.81,422.01,462.18,711.33,630.81,638.66,691.68,603.15,598.88,635.41,310.26,731.53,569.21,626.97,533.52,838.98,703.63,578.80,515.00,607.46,566.83,349.11,515.21,706.55,701.08,475.58,433.20,566.12,615.72,511.53,661.33,489.69,621.52,588.75,453.05,634.97,641.51
1974,430.73,835.86,327.29,351.54,372.46,520.46,527.40,231.76,383.48,501.93,581.78,400.17,568.54,372.38,364.51,251.96,507.83,534.81,475.14,705.89,409.89,591.71,714.88,876.77,270.52,612.36,771.09,812.79,624.96,475.89,555.63,439.91,501.47,539.29,500.93,516.84,416.41,595.72,665.80,524.33,340.34,536.52,307.23,666.69,506.72,295.89,530.66,498.24,594.64,603.93,631.24,411.65,395.20,587.89,614.60,380.40,359.99,310.27,556.53,461.84,500.46,983.52,587.14,468.28,547.80,312.58,737.12,420.41,712.87,398.40,766.46,603.61,416.13,424.15,501.40,448.60,317.64,531.64,583.51,616.15,393.95,423.06,437.11,444.32,474.05,578.13,382.89,586.42,490.82,391.80,546.08,578.54
1975,446.78,1126.27,327.58,423.72,444.28,578.50,614.19,167.24,319.83,385.60,426.82,423.58,500.61,270.64,368.97,301.99,413.09,431.99,489.47,678.88,403.37,469.18,811.65,521.97,213.58,485.23,738.82,1014.03,529.23,467.83,661.59,469.30,618.26,499.15,629.39,581.60,467.99,493.15,799.19,556.26,269.93,413.45,269.25,581.46,438.12,392.70,424.19,400.12,532.65,552.78,683.57,398.18,493.08,430.18,569.94,391.90,388.73,255.19,427.82,374.70,541.67,606.53,528.60,355.92,435.30,312.79,695.03,333.83,571.07,291.03,829.07,521.87,455.16,434.18,405.70,397.20,315.99,538.65,461.66,597.89,408.08,435.04,448.60,368.07,458.47,481.34,234.57,578.36,378.43,513.79,526.71,521.16
1976,415.96,893.75,277.35,537.43,464.62,539.15,584.33,222.63,440.15,557.25,524.40,367.13,541.65,398.20,359.04,247.47,631.10,491.77,386.10,706.22,376.27,589.04,762.75,557.30,266.76,647.45,792.51,949.51,546.52,485.03,554.23,461.27,448.45,593.38,515.28,557.07,383.64,583.63,721.08,447.10,352.46,543.46,272.20,568.37,545.12,269.56,618.73,659.70,691.24,695.35,502.79,441.50,370.43,636.75,621.24,389.44,369.31,352.07,558.51,628.53,530.95,691.16,549.81,514.07,623.58,279.23,761.01,487.69,545.35,469.21,809.29,614.71,441.81,433.13,590.11,556.33,311.64,453.08,629.24,705.52,420.98,496.55,554.85,578.25,379.61,630.26,426.71,606.67,569.74,378.78,593.57,533.09
1977,468.94,1052.61,326.13,469.88,475.93,553.11,640.12,269.10,511.97,665.33,652.17,378.81,672.43,471.89,409.69,346.70,620.90,598.57,429.55,837.55,405.86,678.83,889.11,712.10,333.34,714.52,863.03,1068.80,602.00,470.18,642.28,470.34,496.19,589.09,563.90,587.77,557.50,636.27,853.37,517.22,418.14,682.36,346.69,683.52,592.55,434.11,601.14,626.93,737.63,753.37,618.90,553.74,374.27,664.98,684.98,392.16,434.39,381.11,665.73,577.49,587.43,664.07,644.57,647.79,644.70,335.46,726.44,551.94,674.23,506.47,908.38,710.07,571.37,480.27,564.41,568.53,313.57,525.04,682.35,771.69,488.43,427.40,534.55,590.44,353.50,692.07,495.66,678.64,583.94,396.67,671.96,566.04
1978,462.10,937.36,299.19,417.95,436.52,539.66,585.07,291.90,532.71,619.61,589.91,382.77,679.25,468.88,366.44,353.32,721.30,574.35,431.56,882.44,390.92,727.84,852.83,816.06,342.42,650.58,857.87,947.11,540.58,528.43,617.42,478.72,609.40,726.54,529.99,752.39,543.04,771.75,732.99,516.14,383.66,672.16,339.42,635.82,624.88,380.32,732.31,660.64,689.02,705.55,555.33,485.24,297.14,740.59,690.92,405.22,395.57,402.05,659.69,587.27,803.85,675.29,735.13,499.40,647.42,300.52,746.21,572.88,626.36,471.44,967.88,661.40,505.64,666.43,584.25,689.49,271.58,522.65,664.13,729.19,482.35,410.26,690.82,617.51,443.52,702.88,399.23,744.55,526.10,459.80,700.94,566.68
1979,457.53,920.06,347.25,468.96,502.11,530.49,571.86,244.22,447.03,565.74,628.69,369.20,586.75,431.72,364.33,378.82,581.60,539.96,407.95,751.73,383.96,622.51,747.06,725.67,294.97,683.67,862.93,859.21,577.78,597.33,621.26,579.17,620.14,555.29,586.03,628.28,543.80,555.26,696.25,571.38,431.29,678.62,350.29,594.24,593.45,387.04,571.96,613.15,655.25,668.81,551.95,438.80,395.75,628.86,582.46,480.55,529.44,369.91,687.17,562.65,681.72,714.25,600.22,423.94,612.77,279.87,765.82,492.17,621.20,404.66,811.55,647.80,458.89,586.82,572.04,536.86,273.36,606.65,672.42,652.10,567.85,462.07,544.30,523.93,392.17,634.16,368.26,559.09,481.35,468.76,587.71,539.51
1980,442.27,1098.78,390.28,462.60,382.31,517.05,505.98,236.83,494.55,699.87,713.17,439.26,595.86,453.83,367.94,273.88,645.31,541.12,412.37,739.78,437.70,742.18,827.00,888.27,290.42,713.44,814.21,1041.64,460.94,452.41,568.73,518.85,506.52,649.39,537.16,649.91,478.42,690.86,862.74,529.89,384.39,765.06,331.98,615.89,700.66,321.97,656.12,666.88,759.14,804.81,498.91,506.17,354.57,724.76,659.34,362.33,385.77,375.35,735.63,623.88,633.38,797.75,636.36,583.21,709.80,263.60,803.72,521.88,667.93,501.43,824.54,727.35,523.83,525.34,667.32,546.95,335.44,458.47,708.26,784.65,430.09,476.55,543.00,565.74,462.95,754.88,434.03,623.52,616.87,443.38,711.25,614.75
1981,452.48,1027.91,302.95,434.71,392.65,562.42,657.11,263.81,429.26,662.26,677.65,399.52,634.00,409.30,389.27,351.22,496.69,599.04,390.01,755.86,403.81,554.24,828.00,895.54,303.76,729.15,824.75,1010.60,762.06,426.50,727.51,424.50,491.08,527.16,563.58,545.36,459.11,550.97,806.27,459.68,319.68,722.88,360.84,768.57,633.15,342.53,492.17,513.96,713.52,729.00,714.45,448.73,472.33,517.90,724.06,312.45,322.70,360.76,708.75,507.25,535.73,937.97,690.59,524.78,588.58,294.18,953.92,455.97,816.67,448.92,837.38,715.24,501.96,455.15,574.06,475.97,325.95,428.92,687.20,804.86,389.67,430.55,471.24,475.44,396.24,592.96,422.31,658.96,603.42,395.95,651.35,816.44
1982,464.19,843.74,325.24,444.11,430.52,704.49,596.32,238.61,454.83,556.89,582.68,435.15,686.95,453.61,422.47,318.33,571.39,620.60,442.50,849.43,433.93,626.40,841.57,534.18,278.07,643.62,836.75,992.86,568.04,488.15,633.37,493.94,529.28,611.11,656.49,643.67,548.46,632.17,656.00,565.58,406.88,640.01,355.12,630.35,593.53,361.84,587.90,538.89,672.54,698.99,610.50,453.83,483.54,587.09,624.08,392.02,411.84,391.48,646.60,529.69,610.31,654.30,586.72,480.84,557.15,298.58,805.59,480.38,603.27,444.89,934.00,620.36,500.01,518.67,536.40,537.14,298.70,482.98,639.16,672.58,440.53,458.66,527.07,520.35,466.61,609.94,376.93,637.42,509.80,483.24,649.81,584.65
1983,464.79,984.05,441.88,508.23,441.96,617.74,702.53,258.66,569.41,461.86,572.55,517.85,554.94,505.15,471.11,278.04,588.37,544.61,407.00,693.57,426.83,682.18,827.97,727.13,297.42,655.69,721.81,967.16,708.77,500.35,548.88,503.59,590.76,726.08,693.30,782.22,364.64,711.96,737.18,517.63,452.69,527.02,318.07,765.52,482.21,265.86,647.04,534.92,667.71,680.21,675.26,428.54,437.50,622.09,742.06,421.21,458.24,441.16,557.92,496.84,753.75,831.61,638.20,437.46,504.99,283.80,721.87,545.56,749.70,433.55,839.02,635.02,470.36,643.90,469.50,619.71,312.25,531.58,575.00,765.97,517.16,474.38,647.35,534.62,541.63,638.92,387.84,764.59,420.38,449.99,741.56,729.22
1984,442.69,851.14,455.72,585.13,497.11,610.39,585.76,169.38,509.79,425.96,603.92,471.11,614.48,448.60,490.65,345.19,499.89,533.43,335.03,727.95,366.60,588.86,804.92,673.17,240.48,617.09,887.29,931.49,581.47,583.44,624.03,589.58,465.58,623.38,532.45,670.05,548.43,593.90,659.67,477.91,388.52,495.20,319.63,616.38,432.63,423.60,552.04,453.03,609.34,620.00,559.01,418.80,363.84,556.99,612.65,473.58,422.36,352.88,527.06,384.29,708.43,800.09,583.74,381.53,498.54,277.79,703.27,465.03,631.44,317.45,798.05,649.56,501.09,560.94,403.37,524.97,301.15,519.58,532.54,664.99,405.29,547.19,644.81,433.03,481.41,575.59,251.41,614.34,357.42,407.08,586.99,703.52
1985,448.25,960.02,441.36,442.75,489.80,592.83,548.29,270.29,551.67,592.51,724.08,471.93,545.01,463.23,399.55,332.47,615.81,495.07,369.67,673.57,374.56,678.76,770.94,762.93,331.43,768.14,647.85,958.18,534.57,563.72,594.45,542.94,506.84,695.33,533.12,664.06,414.10,696.83,748.40,519.65,389.99,646.45,326.52,633.43,621.16,364.60,648.45,607.20,765.34,777.77,508.32,488.59,307.59,644.08,679.38,490.19,452.41,399.98,688.51,602.81,656.04,688.19,721.10,515.03,663.41,285.23,785.27,566.23,648.36,509.86,780.90,799.06,500.56,518.41,601.99,636.73,297.07,522.62,718.58,780.19,440.12,564.73,637.46,601.44,483.60,719.12,429.55,646.29,574.08,401.53,673.06,712.69
1986,427.79,780.20,275.39,429.26,406.83,414.55,541.06,173.24,552.12,510.59,590.34,359.39,422.82,497.38,273.68,332.17,494.29,375.20,435.99,569.82,341.32,616.24,647.34,749.77,202.46,667.06,783.71,748.96,552.75,455.52,523.13,442.21,597.35,613.63,571.14,654.66,445.90,647.02,621.27,535.00,441.78,567.27,215.97,648.92,478.82,393.94,552.35,440.62,674.20,700.37,517.60,335.25,361.36,533.11,698.75,439.36,463.20,386.24,586.52,411.88,679.65,656.64,682.60,373.50,492.10,239.82,626.96,527.11,663.25,396.54,687.49,670.42,343.38,612.11,406.45,563.63,341.98,519.66,595.20,747.05,515.99,517.78,581.96,481.09,390.63,608.55,289.37,652.13,405.03,478.42,673.35,452.83
1987,437.57,1163.56,358.31,565.51,517.21,568.62,530.39,279.84,533.73,515.47,593.63,372.24,577.97,522.26,360.51,298.35,513.84,503.11,337.39,781.28,400.09,538.10,917.47,764.28,344.01,627.17,757.44,1122.63,577.37,625.23,616.02,582.06,468.53,592.85,529.32,592.25,437.16,562.61,903.73,527.48,457.02,540.31,308.62,673.49,526.93,336.90,519.52,516.40,606.19,623.47,499.38,577.11,356.73,522.32,708.89,466.41,457.87,420.91,557.46,499.97,609.49,809.19,742.55,560.10,507.12,263.41,772.51,567.93,691.41,468.02,926.71,702.37,576.18,547.47,492.22,564.69,300.70,516.76,552.81,750.67,477.70,531.50,573.42,555.53,468.08,542.63,422.14,618.66,489.16,382.93,624.28,772.75
1988,447.67,1277.72,504.74,476.97,381.45,530.82,569.98,273.03,480.91,606.45,648.25,512.06,676.51,391.45,515.00,249.10,481.85,605.92,481.72,886.68,460.29,551.15,901.87,673.96,344.44,670.88,700.18,1094.47,626.05,486.58,530.93,483.78,438.11,553.57,506.91,586.37,350.28,564.23,965.99,554.00,343.13,678.09,372.38,665.23,588.09,276.17,504.53,474.74,606.24,621.67,551.45,523.97,378.67,518.30,654.69,306.44,306.78,360.09,690.99,459.91,583.08,608.42,671.40,545.28,503.36,326.32,726.05,506.74,638.60,412.65,994.73,685.49,560.95,455.80,508.89,516.34,395.02,433.74,607.41,718.17,378.26,432.69,549.39,482.11,498.26,537.82,438.14,643.15,530.40,440.83,606.87,574.51
1989,465.59,1078.19,377.46,414.78,411.71,571.48,642.12,343.71,511.25,603.21,617.94,408.17,584.24,446.97,420.81,416.45,678.78,475.88,469.58,749.33,384.62,681.08,887.31,709.76,385.35,717.68,892.90,1080.45,555.54,418.16,540.32,430.07,448.26,652.42,562.84,683.50,557.84,655.91,795.30,466.28,358.52,607.29,314.55,645.00,604.17,363.51,665.51,675.60,709.77,727.94,646.01,509.89,412.16,704.86,702.75,327.58,356.39,400.73,645.23,618.39,644.88,844.63,695.22,503.15,612.72,330.23,687.87,557.11,662.11,531.71,864.06,746.40,572.64,489.05,598.50,628.04,386.07,422.19,653.25,788.16,399.74,423.48,627.53,625.38,405.42,676.76,513.39,685.85,596.17,432.71,671.68,541.85
1990,486.80,843.45,485.45,477.14,520.30,628.13,577.69,294.17,687.45,631.19,721.75,488.73,696.69,591.75,463.95,388.09,678.08,650.35,400.51,797.53,369.27,696.02,766.62,801.26,331.80,803.40,789.73,881.15,526.46,547.82,639.76,518.15,627.19,739.78,607.04,778.00,520.73,678.80,659.96,532.70,506.72,702.80,414.00,702.40,698.98,411.69,687.33,708.83,819.23,848.77,488.18,440.15,380.32,697.83,815.55,434.41,429.40,532.15,745.13,694.55,848.69,834.94,836.95,461.07,735.23,288.19,808.87,704.30,708.16,601.87,832.24,810.65,477.99,705.48,672.97,717.27,299.31,579.70,760.07,896.60,534.68,475.12,760.07,713.31,471.24,747.49,481.96,693.12,613.99,441.92,736.04,691.56
1991,442.98,992.52,383.50,442.90,402.26,561.93,638.63,270.24,410.45,485.20,625.77,465.13,540.64,353.59,412.69,233.47,543.60,488.10,465.59,667.02,412.04,665.45,715.07,669.10,321.43,706.16,718.34,895.38,638.37,509.24,589.77,512.88,505.99,631.26,629.23,695.87,373.38,650.16,765.28,548.59,359.17,577.37,316.73,718.93,490.71,235.94,574.84,507.83,680.72,707.30,610.48,438.86,450.91,598.24,708.51,384.21,355.29,290.93,621.25,424.69,671.98,779.83,666.53,423.87,505.41,271.67,769.60,436.18,718.59,343.67,712.41,685.88,485.53,549.59,421.25,513.94,345.10,462.43,627.73,745.79,411.64,542.69,583.38,461.45,482.99,630.55,299.04,677.26,401.55,456.31,691.72,787.87
1992,442.25,1226.12,279.29,479.76,495.78,569.61,553.14,323.53,458.43,532.38,527.54,427.69,743.29,451.23,358.61,311.44,516.93,635.35,399.93,926.50,376.13,604.10,996.45,692.95,383.57,582.88,684.06,1188.40,593.78,531.47,562.74,525.46,528.29,590.58,567.88,689.84,453.40,604.95,949.98,528.43,424.68,558.61,420.07,563.76,566.50,317.60,539.99,519.65,596.97,609.29,630.49,554.36,390.31,592.09,607.79,449.82,435.28,409.50,579.61,461.90,706.61,733.45,589.27,538.39,568.03,264.47,732.30,455.51,535.85,401.87,1036.53,600.00,617.94,563.09,510.21,479.27,336.41,526.97,599.00,649.39,463.42,487.88,568.99,452.64,433.53,603.71,388.70,586.90,511.33,463.09,565.64,616.15
1993,442.37,861.70,373.73,466.88,468.82,559.71,612.26,302.17,597.85,528.24,644.46,434.95,629.26,564.72,422.55,285.52,551.31,551.07,409.52,777.23,359.34,618.63,830.32,727.82,348.31,700.33,604.91,948.99,557.89,501.57,489.17,460.18,483.21,623.56,554.35,673.45,375.50,635.96,670.76,498.68,478.66,560.59,346.14,627.11,545.33,283.50,557.43,603.16,692.93,721.49,557.18,488.71,396.36,604.29,635.40,463.09,491.99,484.19,604.37,601.70,701.19,723.79,641.18,526.26,610.48,288.56,766.10,616.39,596.19,539.04,870.58,714.38,508.65,596.80,582.54,559.28,336.78,502.83,627.83,709.25,498.30,491.63,586.10,602.14,387.25,646.00,474.43,685.59,554.48,420.49,641.33,560.24
1994,461.65,852.84,414.30,510.87,496.25,608.07,614.84,219.25,590.19,485.09,550.00,482.88,532.49,524.88,444.40,288.28,576.34,523.96,365.34,619.38,415.96,625.65,606.78,739.48,252.76,628.22,846.85,737.72,610.32,536.08,664.99,552.07,542.04,662.39,613.15,739.57,497.34,630.91,655.02,518.85,458.68,527.82,316.54,647.81,502.64,387.90,603.39,561.48,646.39,663.72,569.68,358.32,414.15,623.78,644.31,430.69,463.48,435.55,554.42,494.76,779.93,968.50,624.17,397.39,557.16,282.79,912.16,536.71,644.65,396.79,658.26,626.41,367.29,624.63,472.80,596.36,302.15,503.38,591.20,689.43,492.62,596.67,660.73,515.99,596.65,624.66,327.24,636.36,431.87,407.66,586.45,729.53
1995,461.72,1239.90,369.01,478.80,463.52,578.93,688.14,270.74,421.64,657.82,625.36,411.16,571.10,335.37,386.46,274.56,521.35,493.44,494.81,713.10,408.35,577.38,876.50,722.69,339.66,659.06,834.56,1156.27,613.96,531.78,617.17,511.36,555.51,607.52,618.43,653.37,388.17,606.89,952.14,559.96,308.98,678.38,334.98,638.76,619.94,354.73,530.61,579.00,616.60,632.29,673.39,529.78,454.45,579.27,639.24,411.70,364.47,315.19,669.11,548.68,646.51,684.91,647.83,554.44,588.57,287.73,860.26,440.60,638.04,423.36,844.16,678.38,573.33,496.51,582.78,504.53,346.50,550.30,636.30,670.76,414.89,426.50,575.43,488.43,421.75,593.44,413.56,658.38,590.04,495.37,577.96,583.49
1996,437.42,1030.81,376.88,498.68,473.75,542.72,537.34,248.28,350.62,496.27,566.65,406.51,593.22,348.39,409.45,380.76,382.16,538.65,375.66,697.68,387.19,457.76,734.44,540.43,327.51,572.96,1013.68,917.10,543.42,611.27,545.81,552.17,504.31,462.45,544.83,582.52,589.66,463.24,798.56,498.76,327.82,551.55,348.38,559.30,435.23,402.74,385.40,380.19,528.77,547.91,559.00,458.52,406.37,413.95,560.06,478.67,424.59,268.21,552.68,372.72,562.17,710.95,568.14,462.16,409.58,312.90,771.73,347.81,571.73,316.00,777.33,575.87,485.98,484.62,381.81,363.98,307.49,572.06,510.92,600.69,405.39,478.65,404.27,364.56,415.43,460.32,312.77,526.42,393.85,416.07,516.36,593.89
1997,465.69,1120.61,322.28,366.76,323.80,545.99,568.02,282.75,604.92,646.81,663.17,430.42,672.29,512.00,395.32,344.27,630.71,580.01,466.43,817.90,423.99,638.86,861.36,735.08,338.91,697.42,810.35,1026.70,554.29,488.75,602.40,441.59,531.49,686.40,575.29,699.43,436.39,679.82,914.46,523.38,432.71,698.15,361.87,659.98,614.91,332.70,653.66,586.89,652.19,669.78,540.08,528.57,364.26,640.74,691.67,356.45,368.17,475.19,708.78,557.10,725.66,716.49,718.59,572.00,568.51,325.32,741.50,599.65,661.87,480.64,886.81,705.87,548.82,616.40,549.17,655.61,299.97,524.80,660.64,729.78,456.35,471.12,673.91,600.67,435.61,609.53,426.74,669.11,542.86,450.75,651.15,677.89
1998,464.31,968.32,485.74,440.27,409.88,526.76,697.63,237.89,490.20,551.18,768.89,501.24,545.35,418.12,477.14,383.31,616.55,470.63,448.65,696.83,451.74,714.47,781.43,833.22,287.09,862.94,633.36,885.24,703.77,488.98,503.22,452.08,585.40,672.83,611.53,678.36,400.75,697.13,753.61,539.01,392.29,648.80,300.16,732.94,589.06,347.28,628.31,639.29,822.49,850.91,680.59,419.99,385.15,683.41,759.91,385.74,400.32,326.97,716.00,556.65,697.39,772.35,787.80,455.63,652.93,293.49,597.93,464.33,754.62,393.69,787.90,881.31,465.65,613.32,546.34,565.05,283.34,522.15,746.92,862.51,508.07,468.69,618.58,521.92,506.82,739.85,351.98,711.53,500.86,443.09,730.10,608.56
1999,441.63,995.21,292.48,510.30,416.29,562.35,546.34,255.79,568.06,483.56,634.20,402.03,550.29,512.71,352.67,258.15,551.94,538.19,388.51,665.03,403.69,505.97,726.80,741.08,295.80,649.20,846.76,931.28,534.20,454.77,623.27,475.73,556.56,580.47,582.64,644.10,396.92,504.33,790.17,458.54,469.38,556.02,328.56,534.49,527.31,324.41,551.51,567.25,592.43,612.52,621.82,439.79,369.38,550.81,549.48,337.77,376.05,421.86,604.78,529.15,700.09,691.24,555.35,479.07,560.48,306.79,882.97,564.65,544.42,448.36,730.80,636.37,447.21,609.64,520.78,608.15,344.92,470.57,607.47,599.55,514.80,434.44,628.18,551.33,425.62,548.36,389.20,515.88,466.05,431.88,471.75,536.86
